jahr,stadtkreis,quartier,staatenkleingruppe,anzahl
2023,Seen,Sennhof,Deutschland,73
2023,Seen,Sennhof,Italien,126
2023,Seen,Sennhof,Kosovo,44
2023,Seen,Sennhof,Mazedonien,118
2023,Seen,Sennhof,Nordeuropa,NA
2023,Seen,Sennhof,Österreich,NA
2023,Seen,Sennhof,Osteuropa und Russland,NA
2023,Seen,Sennhof,Portugal,NA
2023,Seen,Sennhof,Schweiz,1206
2023,Seen,Sennhof,Serbien,NA
2023,Seen,Sennhof,Spanien,NA
2023,Seen,Sennhof,Türkei,40
2023,Seen,Sennhof,übriges Mitteleuropa,27
2023,Seen,Sennhof,übriges Südosteuropa,NA
2023,Seen,Sennhof,Westeuropa,NA
2023,Seen,Sonnenberg,Afrika,NA
2023,Seen,Sonnenberg,Amerika,NA
2023,Seen,Sonnenberg,Asien,NA
2023,Seen,Sonnenberg,Deutschland,28
2023,Seen,Sonnenberg,Italien,NA
2023,Seen,Sonnenberg,Österreich,NA
2023,Seen,Sonnenberg,Osteuropa und Russland,NA
2023,Seen,Sonnenberg,Schweiz,868
2023,Seen,Sonnenberg,Serbien,NA
2023,Seen,Sonnenberg,Spanien,NA
2023,Seen,Sonnenberg,Türkei,NA
2023,Seen,Sonnenberg,übriges Mitteleuropa,NA
2023,Seen,Sonnenberg,übriges Südosteuropa,NA
2023,Seen,Sonnenberg,Westeuropa,NA
2023,Oberwinterthur,Stadel,Afrika,NA
2023,Oberwinterthur,Stadel,Amerika,NA
2023,Oberwinterthur,Stadel,Asien,NA
2023,Oberwinterthur,Stadel,Deutschland,NA
2023,Oberwinterthur,Stadel,Italien,NA
2023,Oberwinterthur,Stadel,Kosovo,NA
2023,Oberwinterthur,Stadel,Mazedonien,NA
2023,Oberwinterthur,Stadel,Österreich,NA
2023,Oberwinterthur,Stadel,Osteuropa und Russland,NA
2023,Oberwinterthur,Stadel,Portugal,NA
2023,Oberwinterthur,Stadel,Schweiz,276
2023,Oberwinterthur,Stadel,übriges Mitteleuropa,NA
2023,Wülflingen,Taggenberg,Afrika,NA
2023,Wülflingen,Taggenberg,Amerika,NA
2023,Wülflingen,Taggenberg,Asien,NA
2023,Wülflingen,Taggenberg,Bosnien u. Herzegowina,NA
2023,Wülflingen,Taggenberg,Deutschland,57
2023,Wülflingen,Taggenberg,Italien,54
2023,Wülflingen,Taggenberg,Kosovo,NA
2023,Wülflingen,Taggenberg,Mazedonien,NA
2023,Wülflingen,Taggenberg,Nordeuropa,NA
2023,Wülflingen,Taggenberg,Österreich,NA
2023,Wülflingen,Taggenberg,Osteuropa und Russland,NA
2023,Wülflingen,Taggenberg,Portugal,NA
2023,Wülflingen,Taggenberg,Schweiz,915
2023,Wülflingen,Taggenberg,Serbien,NA
2023,Wülflingen,Taggenberg,Spanien,NA
2023,Wülflingen,Taggenberg,Türkei,NA
2023,Wülflingen,Taggenberg,übriges Mitteleuropa,NA
2023,Wülflingen,Taggenberg,übriges Südosteuropa,NA
2023,Wülflingen,Taggenberg,Westeuropa,NA
2023,Oberwinterthur,Talacker,Afrika,122
2023,Oberwinterthur,Talacker,Amerika,53
2023,Oberwinterthur,Talacker,Asien,263
2023,Oberwinterthur,Talacker,Australien und Ozeanien,NA
2023,Oberwinterthur,Talacker,Bosnien u. Herzegowina,NA
2023,Oberwinterthur,Talacker,Deutschland,276
2023,Oberwinterthur,Talacker,Italien,210
2023,Oberwinterthur,Talacker,Kosovo,88
2023,Oberwinterthur,Talacker,Mazedonien,104
2023,Oberwinterthur,Talacker,Nordeuropa,NA
2023,Oberwinterthur,Talacker,Österreich,29
2023,Oberwinterthur,Talacker,Osteuropa und Russland,61
2023,Oberwinterthur,Talacker,Portugal,61
2023,Oberwinterthur,Talacker,Schweiz,4915
2023,Oberwinterthur,Talacker,Serbien,84
2023,Oberwinterthur,Talacker,Spanien,48
2023,Oberwinterthur,Talacker,Türkei,73
2023,Oberwinterthur,Talacker,übriges Mitteleuropa,92
2023,Oberwinterthur,Talacker,übriges Südosteuropa,77
2023,Oberwinterthur,Talacker,unbekannt,6
2023,Oberwinterthur,Talacker,Westeuropa,45
2023,Stadt,Tössfeld,Afrika,77
2023,Stadt,Tössfeld,Amerika,50
2023,Stadt,Tössfeld,Asien,107
2023,Stadt,Tössfeld,Bosnien u. Herzegowina,NA
2023,Stadt,Tössfeld,Deutschland,241
2023,Stadt,Tössfeld,Italien,215
2023,Stadt,Tössfeld,Kosovo,NA
2023,Stadt,Tössfeld,Mazedonien,70
2023,Stadt,Tössfeld,Nordeuropa,NA
2023,Stadt,Tössfeld,Österreich,28
2023,Stadt,Tössfeld,Osteuropa und Russland,47
2023,Stadt,Tössfeld,Portugal,33
2023,Stadt,Tössfeld,Schweiz,3349
2023,Stadt,Tössfeld,Serbien,33
2023,Stadt,Tössfeld,Spanien,32
2023,Stadt,Tössfeld,Türkei,56
2023,Stadt,Tössfeld,übriges Mitteleuropa,67
2023,Stadt,Tössfeld,übriges Südosteuropa,50
2023,Stadt,Tössfeld,unbekannt,1
2023,Stadt,Tössfeld,Westeuropa,44
2023,Seen,Waldegg,Afrika,23
2023,Seen,Waldegg,Amerika,NA
2023,Seen,Waldegg,Asien,28
2023,Seen,Waldegg,Australien und Ozeanien,NA
2023,Seen,Waldegg,Bosnien u. Herzegowina,NA
2023,Seen,Waldegg,Deutschland,31
2023,Seen,Waldegg,Italien,30
2023,Seen,Waldegg,Kosovo,NA
2023,Seen,Waldegg,Mazedonien,NA
2023,Seen,Waldegg,Nordeuropa,NA
2023,Seen,Waldegg,Österreich,NA
2023,Seen,Waldegg,Osteuropa und Russland,NA
2023,Seen,Waldegg,Portugal,NA
2023,Seen,Waldegg,Schweiz,1137
2023,Seen,Waldegg,Serbien,NA
2023,Seen,Waldegg,Spanien,NA
2023,Seen,Waldegg,Türkei,NA
2023,Seen,Waldegg,übriges Mitteleuropa,NA
2023,Seen,Waldegg,übriges Südosteuropa,NA
2023,Seen,Waldegg,Westeuropa,NA
2023,Seen,Waser,Afrika,73
2023,Seen,Waser,Amerika,40
2023,Seen,Waser,Asien,156
2023,Seen,Waser,Bosnien u. Herzegowina,25
2023,Seen,Waser,Deutschland,166
2023,Seen,Waser,Italien,320
2023,Seen,Waser,Kosovo,114
2023,Seen,Waser,Mazedonien,76
2023,Seen,Waser,Nordeuropa,NA
2023,Seen,Waser,Österreich,25
2023,Seen,Waser,Osteuropa und Russland,39
2023,Seen,Waser,Portugal,59
2023,Seen,Waser,Schweiz,4115
2023,Seen,Waser,Serbien,59
2023,Seen,Waser,Spanien,42
2023,Seen,Waser,Türkei,129
2023,Seen,Waser,übriges Mitteleuropa,61
2023,Seen,Waser,übriges Südosteuropa,48
2023,Seen,Waser,Westeuropa,30
2023,Wülflingen,Weinberg,Afrika,61
2023,Wülflingen,Weinberg,Amerika,NA
2023,Wülflingen,Weinberg,Asien,41
2023,Wülflingen,Weinberg,Bosnien u. Herzegowina,NA
2023,Wülflingen,Weinberg,Deutschland,25
2023,Wülflingen,Weinberg,Italien,46
2023,Wülflingen,Weinberg,Kosovo,31
2023,Wülflingen,Weinberg,Mazedonien,NA
2023,Wülflingen,Weinberg,Nordeuropa,NA
2023,Wülflingen,Weinberg,Österreich,NA
2023,Wülflingen,Weinberg,Osteuropa und Russland,NA
2023,Wülflingen,Weinberg,Portugal,NA
2023,Wülflingen,Weinberg,Schweiz,818
2023,Wülflingen,Weinberg,Serbien,NA
2023,Wülflingen,Weinberg,Spanien,NA
2023,Wülflingen,Weinberg,Türkei,21
2023,Wülflingen,Weinberg,übriges Mitteleuropa,NA
2023,Wülflingen,Weinberg,übriges Südosteuropa,NA
2023,Wülflingen,Weinberg,unbekannt,8
2023,Wülflingen,Weinberg,Westeuropa,NA
2023,Oberwinterthur,Zinzikon,Afrika,41
2023,Oberwinterthur,Zinzikon,Amerika,NA
2023,Oberwinterthur,Zinzikon,Asien,83
2023,Oberwinterthur,Zinzikon,Bosnien u. Herzegowina,NA
2023,Oberwinterthur,Zinzikon,Deutschland,108
2023,Oberwinterthur,Zinzikon,Italien,118
2023,Oberwinterthur,Zinzikon,Kosovo,42
2023,Oberwinterthur,Zinzikon,Mazedonien,27
2023,Oberwinterthur,Zinzikon,Nordeuropa,NA
2023,Oberwinterthur,Zinzikon,Österreich,NA
2023,Oberwinterthur,Zinzikon,Osteuropa und Russland,NA
2023,Oberwinterthur,Zinzikon,Portugal,34
2023,Oberwinterthur,Zinzikon,Schweiz,2037
2023,Oberwinterthur,Zinzikon,Serbien,40
2023,Oberwinterthur,Zinzikon,Spanien,NA
2023,Oberwinterthur,Zinzikon,Türkei,85
2023,Oberwinterthur,Zinzikon,übriges Mitteleuropa,50
2023,Oberwinterthur,Zinzikon,übriges Südosteuropa,NA
2023,Oberwinterthur,Zinzikon,unbekannt,4
2023,Oberwinterthur,Zinzikon,Westeuropa,22
2022,Stadt,Altstadt,Afrika,23
2022,Stadt,Altstadt,Amerika,NA
2022,Stadt,Altstadt,Asien,24
2022,Stadt,Altstadt,Australien und Ozeanien,NA
2022,Stadt,Altstadt,Deutschland,111
2022,Stadt,Altstadt,Italien,45
2022,Stadt,Altstadt,Kosovo,NA
2022,Stadt,Altstadt,Mazedonien,NA
2022,Stadt,Altstadt,Nordeuropa,NA
2022,Stadt,Altstadt,Österreich,22
2022,Stadt,Altstadt,Osteuropa und Russland,23
2022,Stadt,Altstadt,Portugal,NA
2022,Stadt,Altstadt,Schweiz,1750
2022,Stadt,Altstadt,Serbien,NA
2022,Stadt,Altstadt,Spanien,21
2022,Stadt,Altstadt,Türkei,NA
2022,Stadt,Altstadt,übriges Mitteleuropa,28
2022,Stadt,Altstadt,übriges Südosteuropa,NA
2022,Stadt,Altstadt,Westeuropa,43
2022,Veltheim,Blumenau,Afrika,67
2022,Veltheim,Blumenau,Amerika,40
2022,Veltheim,Blumenau,Asien,135
2022,Veltheim,Blumenau,Australien und Ozeanien,NA
2022,Veltheim,Blumenau,Bosnien u. Herzegowina,NA
2022,Veltheim,Blumenau,Deutschland,211
2022,Veltheim,Blumenau,Italien,170
2022,Veltheim,Blumenau,Kosovo,73
2022,Veltheim,Blumenau,Mazedonien,77
2022,Veltheim,Blumenau,Nordeuropa,NA
2022,Veltheim,Blumenau,Österreich,37
2022,Veltheim,Blumenau,Osteuropa und Russland,29
2022,Veltheim,Blumenau,Portugal,55
2022,Veltheim,Blumenau,Schweiz,3373
2022,Veltheim,Blumenau,Serbien,41
2022,Veltheim,Blumenau,Spanien,41
2022,Veltheim,Blumenau,Türkei,55
2022,Veltheim,Blumenau,übriges Mitteleuropa,44
2022,Veltheim,Blumenau,übriges Südosteuropa,25
2022,Veltheim,Blumenau,unbekannt,4
2022,Veltheim,Blumenau,Westeuropa,55
2022,Stadt,Brühlberg,Afrika,NA
2022,Stadt,Brühlberg,Amerika,NA
2022,Stadt,Brühlberg,Asien,48
2022,Stadt,Brühlberg,Bosnien u. Herzegowina,NA
2022,Stadt,Brühlberg,Deutschland,144
2022,Stadt,Brühlberg,Italien,56
2022,Stadt,Brühlberg,Kosovo,NA
2022,Stadt,Brühlberg,Mazedonien,31
2022,Stadt,Brühlberg,Nordeuropa,NA
2022,Stadt,Brühlberg,Österreich,NA
2022,Stadt,Brühlberg,Osteuropa und Russland,37
2022,Stadt,Brühlberg,Portugal,24
2022,Stadt,Brühlberg,Schweiz,1766
2022,Stadt,Brühlberg,Serbien,NA
2022,Stadt,Brühlberg,Spanien,NA
2022,Stadt,Brühlberg,Türkei,NA
2022,Stadt,Brühlberg,übriges Mitteleuropa,38
2022,Stadt,Brühlberg,übriges Südosteuropa,NA
2022,Stadt,Brühlberg,Westeuropa,36
2022,Seen,Büelwiesen,Afrika,57
2022,Seen,Büelwiesen,Amerika,NA
2022,Seen,Büelwiesen,Asien,172
2022,Seen,Büelwiesen,Bosnien u. Herzegowina,NA
2022,Seen,Büelwiesen,Deutschland,129
2022,Seen,Büelwiesen,Italien,165
2022,Seen,Büelwiesen,Kosovo,79
2022,Seen,Büelwiesen,Mazedonien,50
2022,Seen,Büelwiesen,Nordeuropa,NA
2022,Seen,Büelwiesen,Österreich,28
2022,Seen,Büelwiesen,Osteuropa und Russland,36
2022,Seen,Büelwiesen,Portugal,24
2022,Seen,Büelwiesen,Schweiz,2259
2022,Seen,Büelwiesen,Serbien,39
2022,Seen,Büelwiesen,Spanien,23
2022,Seen,Büelwiesen,Türkei,97
2022,Seen,Büelwiesen,übriges Mitteleuropa,54
2022,Seen,Büelwiesen,übriges Südosteuropa,37
2022,Seen,Büelwiesen,unbekannt,5
2022,Seen,Büelwiesen,Westeuropa,NA
2022,Töss,Dättnau,Afrika,37
2022,Töss,Dättnau,Amerika,NA
2022,Töss,Dättnau,Asien,98
2022,Töss,Dättnau,Bosnien u. Herzegowina,NA
2022,Töss,Dättnau,Deutschland,145
2022,Töss,Dättnau,Italien,191
2022,Töss,Dättnau,Kosovo,82
2022,Töss,Dättnau,Mazedonien,139
2022,Töss,Dättnau,Nordeuropa,NA
2022,Töss,Dättnau,Österreich,NA
2022,Töss,Dättnau,Osteuropa und Russland,NA
2022,Töss,Dättnau,Portugal,25
2022,Töss,Dättnau,Schweiz,2704
2022,Töss,Dättnau,Serbien,45
2022,Töss,Dättnau,Spanien,21
2022,Töss,Dättnau,Türkei,109
2022,Töss,Dättnau,übriges Mitteleuropa,44
2022,Töss,Dättnau,übriges Südosteuropa,NA
2022,Töss,Dättnau,Westeuropa,NA
2022,Mattenbach,Deutweg,Afrika,133
2022,Mattenbach,Deutweg,Amerika,68
2022,Mattenbach,Deutweg,Asien,168
2022,Mattenbach,Deutweg,Australien und Ozeanien,NA
2022,Mattenbach,Deutweg,Bosnien u. Herzegowina,NA
2022,Mattenbach,Deutweg,Deutschland,308
2022,Mattenbach,Deutweg,Italien,215
2022,Mattenbach,Deutweg,Kosovo,45
2022,Mattenbach,Deutweg,Mazedonien,97
2022,Mattenbach,Deutweg,Nordeuropa,25
2022,Mattenbach,Deutweg,Österreich,53
2022,Mattenbach,Deutweg,Osteuropa und Russland,162
2022,Mattenbach,Deutweg,Portugal,41
2022,Mattenbach,Deutweg,Schweiz,5570
2022,Mattenbach,Deutweg,Serbien,41
2022,Mattenbach,Deutweg,Spanien,75
2022,Mattenbach,Deutweg,Türkei,71
2022,Mattenbach,Deutweg,übriges Mitteleuropa,89
2022,Mattenbach,Deutweg,übriges Südosteuropa,31
2022,Mattenbach,Deutweg,unbekannt,4
2022,Mattenbach,Deutweg,Westeuropa,75
2022,Töss,Eichliacker,Afrika,112
2022,Töss,Eichliacker,Amerika,28
2022,Töss,Eichliacker,Asien,181
2022,Töss,Eichliacker,Australien und Ozeanien,NA
2022,Töss,Eichliacker,Bosnien u. Herzegowina,23
2022,Töss,Eichliacker,Deutschland,189
2022,Töss,Eichliacker,Italien,267
2022,Töss,Eichliacker,Kosovo,54
2022,Töss,Eichliacker,Mazedonien,140
2022,Töss,Eichliacker,Nordeuropa,NA
2022,Töss,Eichliacker,Österreich,33
2022,Töss,Eichliacker,Osteuropa und Russland,25
2022,Töss,Eichliacker,Portugal,56
2022,Töss,Eichliacker,Schweiz,2768
2022,Töss,Eichliacker,Serbien,53
2022,Töss,Eichliacker,Spanien,32
2022,Töss,Eichliacker,Türkei,149
2022,Töss,Eichliacker,übriges Mitteleuropa,60
2022,Töss,Eichliacker,übriges Südosteuropa,43
2022,Töss,Eichliacker,unbekannt,3
2022,Töss,Eichliacker,Westeuropa,26
2022,Seen,Eidberg,Asien,NA
2022,Seen,Eidberg,Australien und Ozeanien,NA
2022,Seen,Eidberg,Deutschland,NA
2022,Seen,Eidberg,Italien,NA
2022,Seen,Eidberg,Osteuropa und Russland,NA
2022,Seen,Eidberg,Schweiz,169
2022,Seen,Eidberg,übriges Mitteleuropa,NA
2022,Seen,Eidberg,übriges Südosteuropa,NA
2022,Mattenbach,Endliker,Afrika,65
2022,Mattenbach,Endliker,Amerika,NA
2022,Mattenbach,Endliker,Asien,80
2022,Mattenbach,Endliker,Bosnien u. Herzegowina,NA
2022,Mattenbach,Endliker,Deutschland,60
2022,Mattenbach,Endliker,Italien,142
2022,Mattenbach,Endliker,Kosovo,65
2022,Mattenbach,Endliker,Mazedonien,44
2022,Mattenbach,Endliker,Nordeuropa,NA
2022,Mattenbach,Endliker,Österreich,NA
2022,Mattenbach,Endliker,Osteuropa und Russland,27
2022,Mattenbach,Endliker,Portugal,NA
2022,Mattenbach,Endliker,Schweiz,1486
2022,Mattenbach,Endliker,Serbien,49
2022,Mattenbach,Endliker,Spanien,NA
2022,Mattenbach,Endliker,Türkei,72
2022,Mattenbach,Endliker,übriges Mitteleuropa,33
2022,Mattenbach,Endliker,übriges Südosteuropa,36
2022,Mattenbach,Endliker,unbekannt,4
2022,Mattenbach,Endliker,Westeuropa,NA
2022,Seen,Ganzenbühl,Afrika,57
2022,Seen,Ganzenbühl,Amerika,26
2022,Seen,Ganzenbühl,Asien,57
2022,Seen,Ganzenbühl,Australien und Ozeanien,NA
2022,Seen,Ganzenbühl,Bosnien u. Herzegowina,NA
2022,Seen,Ganzenbühl,Deutschland,128
2022,Seen,Ganzenbühl,Italien,160
2022,Seen,Ganzenbühl,Kosovo,43
2022,Seen,Ganzenbühl,Mazedonien,33
2022,Seen,Ganzenbühl,Nordeuropa,NA
2022,Seen,Ganzenbühl,Österreich,NA
2022,Seen,Ganzenbühl,Osteuropa und Russland,32
2022,Seen,Ganzenbühl,Portugal,24
2022,Seen,Ganzenbühl,Schweiz,2311
2022,Seen,Ganzenbühl,Serbien,43
2022,Seen,Ganzenbühl,Spanien,NA
2022,Seen,Ganzenbühl,Türkei,60
2022,Seen,Ganzenbühl,übriges Mitteleuropa,42
2022,Seen,Ganzenbühl,übriges Südosteuropa,27
2022,Seen,Ganzenbühl,Westeuropa,26
2022,Seen,Gotzenwil,Amerika,NA
2022,Seen,Gotzenwil,Asien,NA
2022,Seen,Gotzenwil,Deutschland,23
2022,Seen,Gotzenwil,Italien,NA
2022,Seen,Gotzenwil,Kosovo,NA
2022,Seen,Gotzenwil,Österreich,NA
2022,Seen,Gotzenwil,Osteuropa und Russland,NA
2022,Seen,Gotzenwil,Portugal,NA
2022,Seen,Gotzenwil,Schweiz,636
2022,Seen,Gotzenwil,Spanien,NA
2022,Seen,Gotzenwil,Türkei,NA
2022,Seen,Gotzenwil,übriges Mitteleuropa,NA
2022,Seen,Gotzenwil,übriges Südosteuropa,NA
2022,Seen,Gotzenwil,Westeuropa,NA
2022,Oberwinterthur,Grüze,Afrika,36
2022,Oberwinterthur,Grüze,Amerika,43
2022,Oberwinterthur,Grüze,Asien,141
2022,Oberwinterthur,Grüze,Australien und Ozeanien,NA
2022,Oberwinterthur,Grüze,Bosnien u. Herzegowina,NA
2022,Oberwinterthur,Grüze,Deutschland,255
2022,Oberwinterthur,Grüze,Italien,126
2022,Oberwinterthur,Grüze,Kosovo,31
2022,Oberwinterthur,Grüze,Mazedonien,35
2022,Oberwinterthur,Grüze,Nordeuropa,NA
2022,Oberwinterthur,Grüze,Österreich,37
2022,Oberwinterthur,Grüze,Osteuropa und Russland,24
2022,Oberwinterthur,Grüze,Portugal,22
2022,Oberwinterthur,Grüze,Schweiz,2502
2022,Oberwinterthur,Grüze,Serbien,NA
2022,Oberwinterthur,Grüze,Spanien,33
2022,Oberwinterthur,Grüze,Türkei,41
2022,Oberwinterthur,Grüze,übriges Mitteleuropa,88
2022,Oberwinterthur,Grüze,übriges Südosteuropa,36
2022,Oberwinterthur,Grüze,unbekannt,1
2022,Oberwinterthur,Grüze,Westeuropa,54
2022,Oberwinterthur,Guggenbühl,Afrika,279
2022,Oberwinterthur,Guggenbühl,Amerika,48
2022,Oberwinterthur,Guggenbühl,Asien,194
2022,Oberwinterthur,Guggenbühl,Bosnien u. Herzegowina,30
2022,Oberwinterthur,Guggenbühl,Deutschland,161
2022,Oberwinterthur,Guggenbühl,Italien,406
2022,Oberwinterthur,Guggenbühl,Kosovo,94
2022,Oberwinterthur,Guggenbühl,Mazedonien,229
2022,Oberwinterthur,Guggenbühl,Nordeuropa,NA
2022,Oberwinterthur,Guggenbühl,Österreich,33
2022,Oberwinterthur,Guggenbühl,Osteuropa und Russland,95
2022,Oberwinterthur,Guggenbühl,Portugal,101
2022,Oberwinterthur,Guggenbühl,Schweiz,3594
2022,Oberwinterthur,Guggenbühl,Serbien,113
2022,Oberwinterthur,Guggenbühl,Spanien,39
2022,Oberwinterthur,Guggenbühl,Türkei,171
2022,Oberwinterthur,Guggenbühl,übriges Mitteleuropa,112
2022,Oberwinterthur,Guggenbühl,übriges Südosteuropa,56
2022,Oberwinterthur,Guggenbühl,unbekannt,7
2022,Oberwinterthur,Guggenbühl,Westeuropa,53
2022,Mattenbach,Gutschick,Afrika,94
2022,Mattenbach,Gutschick,Amerika,37
2022,Mattenbach,Gutschick,Asien,126
2022,Mattenbach,Gutschick,Australien und Ozeanien,NA
2022,Mattenbach,Gutschick,Bosnien u. Herzegowina,NA
2022,Mattenbach,Gutschick,Deutschland,106
2022,Mattenbach,Gutschick,Italien,207
2022,Mattenbach,Gutschick,Kosovo,102
2022,Mattenbach,Gutschick,Mazedonien,108
2022,Mattenbach,Gutschick,Nordeuropa,NA
2022,Mattenbach,Gutschick,Österreich,25
2022,Mattenbach,Gutschick,Osteuropa und Russland,46
2022,Mattenbach,Gutschick,Portugal,38
2022,Mattenbach,Gutschick,Schweiz,1943
2022,Mattenbach,Gutschick,Serbien,74
2022,Mattenbach,Gutschick,Spanien,30
2022,Mattenbach,Gutschick,Türkei,166
2022,Mattenbach,Gutschick,übriges Mitteleuropa,66
2022,Mattenbach,Gutschick,übriges Südosteuropa,25
2022,Mattenbach,Gutschick,unbekannt,4
2022,Mattenbach,Gutschick,Westeuropa,NA
2022,Wülflingen,Hardau,Asien,NA
2022,Wülflingen,Hardau,Italien,NA
2022,Wülflingen,Hardau,Österreich,NA
2022,Wülflingen,Hardau,Schweiz,300
2022,Wülflingen,Hardau,Türkei,NA
2022,Wülflingen,Hardau,übriges Mitteleuropa,NA
2022,Wülflingen,Härti,Afrika,68
2022,Wülflingen,Härti,Amerika,62
2022,Wülflingen,Härti,Asien,144
2022,Wülflingen,Härti,Bosnien u. Herzegowina,NA
2022,Wülflingen,Härti,Deutschland,117
2022,Wülflingen,Härti,Italien,193
2022,Wülflingen,Härti,Kosovo,117
2022,Wülflingen,Härti,Mazedonien,125
2022,Wülflingen,Härti,Nordeuropa,NA
2022,Wülflingen,Härti,Österreich,22
2022,Wülflingen,Härti,Osteuropa und Russland,22
2022,Wülflingen,Härti,Portugal,53
2022,Wülflingen,Härti,Schweiz,2296
2022,Wülflingen,Härti,Serbien,74
2022,Wülflingen,Härti,Spanien,59
2022,Wülflingen,Härti,Türkei,49
2022,Wülflingen,Härti,übriges Mitteleuropa,65
2022,Wülflingen,Härti,übriges Südosteuropa,40
2022,Wülflingen,Härti,unbekannt,2
2022,Wülflingen,Härti,Westeuropa,30
2022,Oberwinterthur,Hegi,Afrika,43
2022,Oberwinterthur,Hegi,Amerika,22
2022,Oberwinterthur,Hegi,Asien,115
2022,Oberwinterthur,Hegi,Bosnien u. Herzegowina,NA
2022,Oberwinterthur,Hegi,Deutschland,169
2022,Oberwinterthur,Hegi,Italien,108
2022,Oberwinterthur,Hegi,Kosovo,44
2022,Oberwinterthur,Hegi,Mazedonien,55
2022,Oberwinterthur,Hegi,Nordeuropa,NA
2022,Oberwinterthur,Hegi,Österreich,24
2022,Oberwinterthur,Hegi,Osteuropa und Russland,NA
2022,Oberwinterthur,Hegi,Portugal,NA
2022,Oberwinterthur,Hegi,Schweiz,2787
2022,Oberwinterthur,Hegi,Serbien,NA
2022,Oberwinterthur,Hegi,Spanien,NA
2022,Oberwinterthur,Hegi,Türkei,28
2022,Oberwinterthur,Hegi,übriges Mitteleuropa,61
2022,Oberwinterthur,Hegi,übriges Südosteuropa,NA
2022,Oberwinterthur,Hegi,unbekannt,2
2022,Oberwinterthur,Hegi,Westeuropa,NA
2022,Oberwinterthur,Hegmatten,Afrika,50
2022,Oberwinterthur,Hegmatten,Amerika,26
2022,Oberwinterthur,Hegmatten,Asien,72
2022,Oberwinterthur,Hegmatten,Australien und Ozeanien,NA
2022,Oberwinterthur,Hegmatten,Bosnien u. Herzegowina,NA
2022,Oberwinterthur,Hegmatten,Deutschland,124
2022,Oberwinterthur,Hegmatten,Italien,93
2022,Oberwinterthur,Hegmatten,Kosovo,23
2022,Oberwinterthur,Hegmatten,Mazedonien,24
2022,Oberwinterthur,Hegmatten,Nordeuropa,NA
2022,Oberwinterthur,Hegmatten,Österreich,23
2022,Oberwinterthur,Hegmatten,Osteuropa und Russland,NA
2022,Oberwinterthur,Hegmatten,Portugal,NA
2022,Oberwinterthur,Hegmatten,Schweiz,1745
2022,Oberwinterthur,Hegmatten,Serbien,NA
2022,Oberwinterthur,Hegmatten,Spanien,26
2022,Oberwinterthur,Hegmatten,Türkei,NA
2022,Oberwinterthur,Hegmatten,übriges Mitteleuropa,48
2022,Oberwinterthur,Hegmatten,übriges Südosteuropa,32
2022,Oberwinterthur,Hegmatten,unbekannt,9
2022,Oberwinterthur,Hegmatten,Westeuropa,38
2022,Stadt,Heiligberg,Afrika,NA
2022,Stadt,Heiligberg,Amerika,NA
2022,Stadt,Heiligberg,Asien,46
2022,Stadt,Heiligberg,Australien und Ozeanien,NA
2022,Stadt,Heiligberg,Deutschland,167
2022,Stadt,Heiligberg,Italien,68
2022,Stadt,Heiligberg,Kosovo,NA
2022,Stadt,Heiligberg,Mazedonien,NA
2022,Stadt,Heiligberg,Nordeuropa,NA
2022,Stadt,Heiligberg,Österreich,30
2022,Stadt,Heiligberg,Osteuropa und Russland,170
2022,Stadt,Heiligberg,Portugal,NA
2022,Stadt,Heiligberg,Schweiz,3249
2022,Stadt,Heiligberg,Serbien,NA
2022,Stadt,Heiligberg,Spanien,22
2022,Stadt,Heiligberg,Türkei,23
2022,Stadt,Heiligberg,übriges Mitteleuropa,30
2022,Stadt,Heiligberg,übriges Südosteuropa,NA
2022,Stadt,Heiligberg,Westeuropa,25
2022,Seen,Iberg,Afrika,NA
2022,Seen,Iberg,Amerika,NA
2022,Seen,Iberg,Asien,NA
2022,Seen,Iberg,Deutschland,36
2022,Seen,Iberg,Italien,38
2022,Seen,Iberg,Kosovo,NA
2022,Seen,Iberg,Mazedonien,NA
2022,Seen,Iberg,Nordeuropa,NA
2022,Seen,Iberg,Österreich,NA
2022,Seen,Iberg,Osteuropa und Russland,NA
2022,Seen,Iberg,Portugal,NA
2022,Seen,Iberg,Schweiz,1029
2022,Seen,Iberg,Spanien,NA
2022,Seen,Iberg,Türkei,NA
2022,Seen,Iberg,übriges Mitteleuropa,NA
2022,Seen,Iberg,Westeuropa,NA
2022,Stadt,Lind,Afrika,97
2022,Stadt,Lind,Amerika,33
2022,Stadt,Lind,Asien,83
2022,Stadt,Lind,Australien und Ozeanien,NA
2022,Stadt,Lind,Bosnien u. Herzegowina,NA
2022,Stadt,Lind,Deutschland,334
2022,Stadt,Lind,Italien,136
2022,Stadt,Lind,Kosovo,28
2022,Stadt,Lind,Mazedonien,37
2022,Stadt,Lind,Nordeuropa,21
2022,Stadt,Lind,Österreich,33
2022,Stadt,Lind,Osteuropa und Russland,99
2022,Stadt,Lind,Portugal,NA
2022,Stadt,Lind,Schweiz,4709
2022,Stadt,Lind,Serbien,34
2022,Stadt,Lind,Spanien,41
2022,Stadt,Lind,Türkei,46
2022,Stadt,Lind,übriges Mitteleuropa,73
2022,Stadt,Lind,übriges Südosteuropa,28
2022,Stadt,Lind,unbekannt,1
2022,Stadt,Lind,Westeuropa,87
2022,Wülflingen,Lindenplatz,Afrika,63
